panel,cell,index,U,Y,tau,F
FLEX-INIT,8_to_8.NEW_EPOCH,18,0.73125,0.275390625,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,19,0.74375,0.25,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,20,0.675,0.302734375,40.0,0.225
FLEX-INIT,8_to_8.NEW_EPOCH,21,0.7625,0.25,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,22,0.7,0.30078125,40.0,0.2625
FLEX-INIT,8_to_8.NEW_EPOCH,23,0.715625,0.26953125,40.0,0.225
FLEX-INIT,8_to_8.NEW_EPOCH,24,0.6875,0.337890625,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,25,0.75625,0.251953125,40.0,0.3875
FLEX-INIT,8_to_8.NEW_EPOCH,26,0.725,0.291015625,40.0,0.4375
FLEX-INIT,8_to_8.NEW_EPOCH,27,0.690625,0.296875,40.0,0.2375
FLEX-INIT,8_to_8.NEW_EPOCH,28,0.778125,0.26171875,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,29,0.70625,0.275390625,40.0,0.3875
FLEX-INIT,8_to_8.NEW_EPOCH,30,0.721875,0.271484375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,31,0.721875,0.275390625,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,32,0.78125,0.2421875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,33,0.721875,0.26171875,40.0,0.2625
FLEX-INIT,8_to_8.NEW_EPOCH,34,0.715625,0.296875,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,35,0.7125,0.28125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,36,0.715625,0.296875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,37,0.709375,0.28125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,38,0.678125,0.3203125,40.0,0.4
FLEX-INIT,8_to_8.NEW_EPOCH,39,0.70625,0.298828125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,40,0.7375,0.255859375,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,41,0.678125,0.314453125,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,42,0.6875,0.310546875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,43,0.69375,0.287109375,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,44,0.69375,0.306640625,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,45,0.765625,0.244140625,40.0,0.2625
FLEX-INIT,8_to_8.NEW_EPOCH,46,0.75,0.244140625,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,47,0.740625,0.279296875,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,48,0.74375,0.2578125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,49,0.71875,0.283203125,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,50,0.721875,0.298828125,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,51,0.671875,0.314453125,40.0,0.225
FLEX-INIT,8_to_8.NEW_EPOCH,52,0.740625,0.271484375,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,53,0.69375,0.287109375,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,54,0.728125,0.26171875,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,55,0.74375,0.2734375,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,56,0.75625,0.240234375,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,57,0.725,0.283203125,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,58,0.7375,0.267578125,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,59,0.7,0.28515625,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,60,0.76875,0.23046875,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,61,0.696875,0.306640625,40.0,0.3875
FLEX-INIT,8_to_8.NEW_EPOCH,62,0.69375,0.31640625,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,63,0.734375,0.296875,40.0,0.4
FLEX-INIT,8_to_8.NEW_EPOCH,64,0.74375,0.275390625,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,65,0.715625,0.283203125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,66,0.703125,0.30078125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,67,0.71875,0.275390625,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,68,0.69375,0.3125,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,69,0.746875,0.283203125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,70,0.728125,0.279296875,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,71,0.7625,0.251953125,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,72,0.69375,0.322265625,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,73,0.665625,0.296875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,74,0.73125,0.291015625,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,75,0.7375,0.275390625,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,76,0.759375,0.265625,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,77,0.640625,0.333984375,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,78,0.740625,0.279296875,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,79,0.734375,0.275390625,40.0,0.4
FLEX-INIT,8_to_8.NEW_EPOCH,80,0.715625,0.291015625,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,81,0.71875,0.27734375,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,82,0.70625,0.3125,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,83,0.69375,0.306640625,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,84,0.71875,0.26953125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,85,0.71875,0.271484375,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,86,0.728125,0.28515625,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,87,0.79375,0.2109375,40.0,0.475
FLEX-INIT,8_to_8.NEW_EPOCH,88,0.734375,0.279296875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,89,0.70625,0.31640625,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,90,0.69375,0.322265625,40.0,0.2625
FLEX-INIT,8_to_8.NEW_EPOCH,91,0.7125,0.3046875,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,92,0.678125,0.32421875,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,93,0.721875,0.271484375,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,94,0.671875,0.302734375,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,95,0.725,0.271484375,40.0,0.4
FLEX-INIT,8_to_8.NEW_EPOCH,96,0.6875,0.333984375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,97,0.690625,0.30859375,40.0,0.2625
FLEX-INIT,8_to_8.NEW_EPOCH,98,0.725,0.28515625,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,99,0.6875,0.296875,40.0,0.25
FLEX-INIT,8_to_8.NEW_EPOCH,100,0.696875,0.287109375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,101,0.7875,0.22265625,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,102,0.70625,0.314453125,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,103,0.7,0.279296875,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,104,0.709375,0.306640625,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,105,0.75625,0.251953125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,106,0.7,0.279296875,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,107,0.74375,0.2421875,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,108,0.703125,0.30859375,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,109,0.734375,0.26953125,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,110,0.65,0.3125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,111,0.684375,0.314453125,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,112,0.70625,0.294921875,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,113,0.71875,0.27734375,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,114,0.73125,0.271484375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,115,0.690625,0.310546875,40.0,0.275
FLEX-INIT,8_to_8.NEW_EPOCH,116,0.7125,0.294921875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,117,0.759375,0.248046875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,118,0.73125,0.2578125,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,119,0.66875,0.310546875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,120,0.709375,0.296875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,121,0.70625,0.298828125,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,122,0.725,0.26171875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,123,0.70625,0.314453125,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,124,0.696875,0.283203125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,125,0.684375,0.306640625,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,126,0.75,0.26171875,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,127,0.703125,0.275390625,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,128,0.753125,0.265625,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,129,0.721875,0.283203125,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,130,0.703125,0.310546875,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,131,0.665625,0.3359375,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,132,0.759375,0.251953125,40.0,0.425
FLEX-INIT,8_to_8.NEW_EPOCH,133,0.678125,0.30078125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,134,0.696875,0.271484375,40.0,0.275
FLEX-INIT,8_to_8.NEW_EPOCH,135,0.69375,0.310546875,40.0,0.2625
FLEX-INIT,8_to_8.NEW_EPOCH,136,0.721875,0.2890625,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,137,0.69375,0.29296875,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,138,0.7125,0.27734375,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,139,0.725,0.296875,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,140,0.71875,0.298828125,40.0,0.2625
FLEX-INIT,8_to_8.NEW_EPOCH,141,0.75,0.267578125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,142,0.721875,0.2734375,40.0,0.275
FLEX-INIT,8_to_8.NEW_EPOCH,143,0.65625,0.32421875,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,144,0.68125,0.294921875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,145,0.715625,0.279296875,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,146,0.684375,0.29296875,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,147,0.715625,0.263671875,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,148,0.721875,0.298828125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,149,0.70625,0.298828125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,150,0.709375,0.298828125,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,151,0.7,0.296875,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,152,0.771875,0.236328125,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,153,0.73125,0.2890625,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,154,0.709375,0.2890625,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,155,0.70625,0.296875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,156,0.74375,0.259765625,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,157,0.675,0.302734375,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,158,0.725,0.29296875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,159,0.70625,0.302734375,40.0,0.25
FLEX-INIT,8_to_8.NEW_EPOCH,160,0.675,0.318359375,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,161,0.68125,0.349609375,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,162,0.734375,0.263671875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,163,0.75625,0.30078125,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,164,0.7125,0.283203125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,165,0.646875,0.318359375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,166,0.728125,0.265625,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,167,0.696875,0.310546875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,168,0.7,0.302734375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,169,0.734375,0.255859375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,170,0.715625,0.30859375,40.0,0.275
FLEX-INIT,8_to_8.NEW_EPOCH,171,0.75625,0.2578125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,172,0.725,0.2890625,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,173,0.7375,0.265625,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,174,0.7,0.3203125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,175,0.73125,0.265625,40.0,0.275
FLEX-INIT,8_to_8.NEW_EPOCH,176,0.715625,0.287109375,40.0,0.25
FLEX-INIT,8_to_8.NEW_EPOCH,177,0.728125,0.279296875,40.0,0.275
FLEX-INIT,8_to_8.NEW_EPOCH,178,0.653125,0.341796875,40.0,0.2375
FLEX-INIT,8_to_8.NEW_EPOCH,179,0.734375,0.2578125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,180,0.7125,0.287109375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,181,0.7375,0.287109375,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,182,0.734375,0.296875,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,183,0.725,0.28515625,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,184,0.71875,0.271484375,40.0,0.4
FLEX-INIT,8_to_8.NEW_EPOCH,185,0.7375,0.248046875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,186,0.671875,0.2890625,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,187,0.70625,0.294921875,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,188,0.659375,0.294921875,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,189,0.709375,0.291015625,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,190,0.696875,0.318359375,40.0,0.2625
FLEX-INIT,8_to_8.NEW_EPOCH,191,0.721875,0.275390625,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,192,0.778125,0.267578125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,193,0.75625,0.263671875,40.0,0.225
FLEX-INIT,8_to_8.NEW_EPOCH,194,0.68125,0.30078125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,195,0.75,0.275390625,40.0,0.4
FLEX-INIT,8_to_8.NEW_EPOCH,196,0.675,0.302734375,40.0,0.275
FLEX-INIT,8_to_8.NEW_EPOCH,197,0.765625,0.25390625,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,198,0.63125,0.3359375,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,199,0.76875,0.251953125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,200,0.74375,0.271484375,40.0,0.275
FLEX-INIT,8_to_8.NEW_EPOCH,201,0.74375,0.298828125,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,202,0.728125,0.279296875,40.0,0.275
FLEX-INIT,8_to_8.NEW_EPOCH,203,0.65625,0.298828125,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,204,0.7,0.275390625,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,205,0.73125,0.3046875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,206,0.734375,0.26953125,40.0,0.25
FLEX-INIT,8_to_8.NEW_EPOCH,207,0.7375,0.287109375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,208,0.73125,0.279296875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,209,0.7125,0.31640625,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,210,0.70625,0.27734375,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,211,0.69375,0.298828125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,212,0.75625,0.267578125,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,213,0.69375,0.31640625,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,214,0.728125,0.27734375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,215,0.678125,0.3046875,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,216,0.709375,0.291015625,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,217,0.69375,0.30078125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,218,0.715625,0.294921875,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,219,0.7375,0.259765625,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,220,0.6875,0.30078125,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,221,0.65,0.359375,40.0,0.2375
FLEX-INIT,8_to_8.NEW_EPOCH,222,0.7125,0.328125,40.0,0.3875
FLEX-INIT,8_to_8.NEW_EPOCH,223,0.740625,0.265625,40.0,0.3625
FLEX-INIT,8_to_8.NEW_EPOCH,224,0.728125,0.28515625,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,225,0.715625,0.287109375,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,226,0.7125,0.302734375,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,227,0.7375,0.275390625,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,228,0.746875,0.275390625,40.0,0.375
FLEX-INIT,8_to_8.NEW_EPOCH,229,0.678125,0.314453125,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,230,0.73125,0.2890625,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,231,0.73125,0.283203125,40.0,0.3875
FLEX-INIT,8_to_8.NEW_EPOCH,232,0.740625,0.28125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,233,0.678125,0.302734375,40.0,0.4125
FLEX-INIT,8_to_8.NEW_EPOCH,234,0.73125,0.267578125,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,235,0.696875,0.296875,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,236,0.7125,0.287109375,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,237,0.7125,0.28125,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,238,0.696875,0.298828125,40.0,0.225
FLEX-INIT,8_to_8.NEW_EPOCH,239,0.725,0.298828125,40.0,0.25
FLEX-INIT,8_to_8.NEW_EPOCH,240,0.775,0.267578125,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,241,0.759375,0.27734375,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,242,0.765625,0.26171875,40.0,0.425
FLEX-INIT,8_to_8.NEW_EPOCH,243,0.746875,0.265625,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,244,0.71875,0.28515625,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,245,0.73125,0.287109375,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,246,0.728125,0.251953125,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,247,0.678125,0.318359375,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,248,0.725,0.302734375,40.0,0.325
FLEX-INIT,8_to_8.NEW_EPOCH,249,0.715625,0.294921875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,250,0.74375,0.263671875,40.0,0.3
FLEX-INIT,8_to_8.NEW_EPOCH,251,0.68125,0.310546875,40.0,0.3125
FLEX-INIT,8_to_8.NEW_EPOCH,252,0.696875,0.322265625,40.0,0.2875
FLEX-INIT,8_to_8.NEW_EPOCH,253,0.74375,0.267578125,40.0,0.3375
FLEX-INIT,8_to_8.NEW_EPOCH,254,0.7375,0.306640625,40.0,0.35
FLEX-INIT,8_to_8.NEW_EPOCH,255,0.671875,0.318359375,40.0,0.3375
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,0,0.6520833333333333,0.33333333333333326,40.0,0.25
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,1,0.7145833333333333,0.29427083333333337,40.0,0.2583333333333333
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,2,0.6604166666666665,0.3281249999999999,40.0,0.19999999999999998
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,3,0.7270833333333334,0.29427083333333337,40.0,0.225
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,4,0.7354166666666667,0.2890624999999999,40.0,0.2416666666666667
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,5,0.6541666666666666,0.31770833333333337,40.0,0.31666666666666665
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,6,0.6833333333333333,0.32682291666666663,40.0,0.25833333333333336
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,7,0.6645833333333334,0.32291666666666685,40.0,0.25833333333333336
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,8,0.6833333333333332,0.3111979166666665,40.0,0.2916666666666667
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,9,0.6875000000000002,0.30468750000000033,40.0,0.2833333333333333
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,10,0.6645833333333334,0.29947916666666663,40.0,0.275
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,11,0.6416666666666667,0.3398437499999999,40.0,0.27499999999999997
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,12,0.7020833333333334,0.3007812500000001,40.0,0.22499999999999995
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,13,0.6937499999999999,0.2838541666666665,40.0,0.25833333333333336
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,14,0.63125,0.34505208333333326,40.0,0.24999999999999994
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,15,0.6791666666666666,0.30338541666666663,40.0,0.21666666666666665
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,16,0.7250000000000001,0.28385416666666685,40.0,0.25
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,17,0.7395833333333333,0.2695312499999999,40.0,0.30833333333333335
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,18,0.7041666666666666,0.2890624999999999,40.0,0.20833333333333331
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,19,0.7208333333333332,0.3046874999999999,40.0,0.25000000000000006
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,20,0.6645833333333333,0.33072916666666663,40.0,0.29166666666666663
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,21,0.6875000000000001,0.3059895833333336,40.0,0.225
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,22,0.6729166666666665,0.33723958333333315,40.0,0.21666666666666665
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,23,0.6708333333333335,0.3203125000000002,40.0,0.25833333333333336
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,24,0.7145833333333333,0.29036458333333337,40.0,0.2666666666666667
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,25,0.7104166666666669,0.30078125000000033,40.0,0.25833333333333336
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,26,0.73125,0.2851562499999999,40.0,0.275
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,27,0.6645833333333335,0.33854166666666685,40.0,0.24166666666666664
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,28,0.6458333333333335,0.3255208333333337,40.0,0.25
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,29,0.7125,0.29296875,40.0,0.26666666666666666
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,30,0.7291666666666664,0.2812499999999998,40.0,0.2333333333333333
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,31,0.6354166666666667,0.32421875,40.0,0.30833333333333335
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,32,0.6625,0.33723958333333337,40.0,0.20833333333333334
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,33,0.7166666666666666,0.28645833333333315,40.0,0.2833333333333333
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,34,0.6916666666666667,0.29427083333333315,40.0,0.275
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,35,0.7041666666666666,0.30338541666666663,40.0,0.21666666666666665
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,36,0.6770833333333336,0.33203125000000033,40.0,0.26666666666666666
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,37,0.71875,0.28385416666666663,40.0,0.25
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,38,0.675,0.3177083333333335,40.0,0.24166666666666664
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,39,0.6854166666666667,0.3164062500000001,40.0,0.2833333333333333
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,40,0.7083333333333333,0.2890625000000001,40.0,0.225
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,41,0.65,0.3515625000000001,40.0,0.26666666666666666
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,42,0.6791666666666666,0.3229166666666665,40.0,0.26666666666666666
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,43,0.7,0.2968749999999999,40.0,0.29166666666666663
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,44,0.6895833333333334,0.30729166666666674,40.0,0.24166666666666664
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,45,0.6958333333333334,0.31380208333333337,40.0,0.3
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,46,0.73125,0.2734374999999998,40.0,0.25833333333333336
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,47,0.6708333333333334,0.30598958333333326,40.0,0.29166666666666663
FLEX-INIT,12_to_12.ACTIVE_CONTINUATION,48,0.7229166666666668,0.2864583333333335,40.0,0.2166666666666667
